id,name,desc,PreviewWeaponModel,PreviewWeaponDisplay,icon,showimage,model,modelFemale,pickup,PickupSound,type,level,inbagornot,stack,capacity,refid,AvatarRefId,candrop,instantuse,CountLimitInBag,ItemScore
1306,T_12_L_E_CHRISTMAS_LOLLIPOP,T_12_O_CHRISTMAS_CANDY_DESC,,0,Icon_Ingame_lollipop,Icon_Ingame_lollipop,,,INGAME_PICKUP_LOLLIPOP_SUGAR,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1306,,0,0,0,0
1307,T_12_L_E_CHRISTMAS_SWEETS_YELLOW,T_12_O_CHRISTMAS_CANDY_DESC,,0,Icon_Ingame_sweets_yellow,Icon_Ingame_sweets_yellow,,,INGAME_PICKUP_STAR_SUGAR,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1307,,0,0,0,0
1308,T_26_L_E_RED_COBRA,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob26_Red_Cobra,Icon_exchange_ob26_Red_Cobra,,,INGAME_PICKUP_CANDY_COBRA_RED,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1308,,0,0,0,0
1309,T_26_L_E_BLUE_COBRA,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob26_Blue_Cobra,Icon_exchange_ob26_Blue_Cobra,,,INGAME_PICKUP_CANDY_COBRA_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1309,,0,0,0,0
1310,T_26_L_E_YELLOW_COBRA,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob26_Yellow_Cobra,Icon_exchange_ob26_Yellow_Cobra,,,INGAME_PICKUP_CANDY_COBRA_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1310,,0,0,0,0
1311,T_26_L_E_WHITE_COBRA,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob26_White_Cobra,Icon_exchange_ob26_White_Cobra,,,INGAME_PICKUP_CANDY_COBRA_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1311,,0,0,0,0
1312,T_26_L_E_RED_BOTTLE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob26_Red_Bottle,Icon_exchange_ob26_Red_Bottle,,,INGAME_PICKUP_CANDY_GOLIATH_REDFIRE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1312,,0,0,0,0
1313,T_26_L_E_BLUE_BOTTLE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob26_Blue_Bottle,Icon_exchange_ob26_Blue_Bottle,,,INGAME_PICKUP_CANDY_GOLIATH_BLUEFIRE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1313,,0,0,0,0
1314,T_26_L_E_GREEN_BOTTLE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob26_Green_Bottle,Icon_exchange_ob26_Green_Bottle,,,INGAME_PICKUP_CANDY_GOLIATH_GREENFIRE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1314,,0,0,0,0
1315,T_14_O_SECRETBOX_NAME,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_Easter_Deposit,,,,PICKUP_DEPOSITCANDY,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1315,,0,0,0,0
1316,T_15_L_E_GHOST_FLAG,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_Ghost_Flag,,,,INGAME_PICKUP_CANDYFLAG,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1316,,0,0,0,0
1317,T_27_L_E_KO_NIGHT_PURPLE_BELT,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob27_ko_night_purple_belt,,,,INGAME_PICKUP_CANDY_BOXER_PURPLE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1317,,0,0,0,0
1318,T_27_L_E_KO_NIGHT_BLUE_BELT,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob27_ko_night_blue_belt,,,,INGAME_PICKUP_CANDY_BOXER_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1318,,0,0,0,0
1319,T_27_L_E_KO_NIGHT_BLACK_BELT,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob27_ko_night_black_belt,,,,INGAME_PICKUP_CANDY_BOXER_GRAY,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1319,,0,0,0,0
1320,T_27_L_E_FFWS_BLUE_TICKETS,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob27_ffws_blue_tickets,,,,INGAME_PICKUP_CANDY_FFWS2021_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1320,,0,0,0,0
1321,T_27_L_E_FFWS_BLACK_TICKETS,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob27_ffws_black_tickets,,,,INGAME_PICKUP_CANDY_FFWS2021_BLACK,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1321,,0,0,0,0
1322,T_27_L_E_FFWS_YELLOW_TICKETS,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob27_ffws_yellow_tickets,,,,INGAME_PICKUP_CANDY_FFWS2021_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1322,,0,0,0,0
1323,T_27_L_E_FFWS_LOGO,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob27_ffws_logo,,,,INGAME_PICKUP_CANDY_FFWS2021_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1323,,0,0,0,0
1324,T_27_L_E_KO_NIGHT_PLATINA_BELT,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob27_ko_night_platina_belt,,,,INGAME_PICKUP_CANDY_FFWS2021_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1324,,0,0,0,0
1325,T_28_KK_FOURSYMBOLS_TOKEN_NAME,T_28_KK_FOURSYMBOLS_TOKEN_DESC,,0,Icon_exchange_ob28_foursymbols,,,,INGAME_PICKUP_CANDY_FOURSYMBOLS_BLESSING,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1325,,0,0,0,0
1326,T_28_L_E_FOURSYMBOLS_A,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_foursymbols_a,,,,INGAME_PICKUP_CANDY_FOURSYMBOLS_DRAGON,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1326,,0,0,0,0
1327,T_28_L_E_FOURSYMBOLS_C,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_foursymbols_c,,,,INGAME_PICKUP_CANDY_FOURSYMBOLS_ROSEFINCH,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1327,,0,0,0,0
1328,T_28_L_E_FOURSYMBOLS_D,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_foursymbols_d,,,,INGAME_PICKUP_CANDY_FOURSYMBOLS_TORTOISE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1328,,0,0,0,0
1329,T_28_L_E_FOURSYMBOLS_B,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_foursymbols_b,,,,INGAME_PICKUP_CANDY_FOURSYMBOLS_WHITETIGER,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1329,,0,0,0,0
1330,T_28_L_E_SUPERCAR_FLAG,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_supercar_flag,,,,INGAME_PICKUP_CANDY_SUPERCAR_FLAG,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1330,,0,0,0,0
1331,T_28_L_E_SUPERCAR_TYRE_BLUE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_supercar_tyre_blue,,,,INGAME_PICKUP_CANDY_SUPERCAR_TIRE_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1331,,0,0,0,0
1332,T_28_L_E_SUPERCAR_TYRE_SILVER,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_supercar_tyre_grey,,,,INGAME_PICKUP_CANDY_SUPERCAR_TIRE_GREY,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1332,,0,0,0,0
1333,T_28_L_E_SUPERCAR_TYRE_YELLOW,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_supercar_tyre_yellow,,,,INGAME_PICKUP_CANDY_SUPERCAR_TIRE_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1333,,0,0,0,0
1334,T_28_L_E_SUTORITO_CONTROLLER_BLUE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_sutorito_controller_blue,,,,INGAME_PICKUP_CANDY_SUTORITO_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1334,,0,0,0,0
1335,T_28_ZY_SUTORITOTOKEN1_TITLE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_sutorito_controller_red,,,,INGAME_PICKUP_CANDY_SUTORITO_RED,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1335,,0,0,0,0
1336,T_28_ZY_SUTORITOTOKEN2_TITLE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob28_sutorito_controller_white,,,,INGAME_PICKUP_CANDY_SUTORITO_WHITE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1336,,0,0,0,0
1337,T_29_L_E_MOCOMONTH_BLUE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob29_mocomonth_blue,,,,INGAME_PICKUP_CANDY_MOCOMONTH_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1337,,0,0,0,0
1338,T_29_L_E_MOCOMONTH_GREEN,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob29_mocomonth_green,,,,INGAME_PICKUP_CANDY_MOCOMONTH_GREEN,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1338,,0,0,0,0
1339,T_29_L_E_MOCOMONTH_PURPLE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob29_mocomonth_purple,,,,INGAME_PICKUP_CANDY_MOCOMONTH_PURPLE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1339,,0,0,0,0
1340,T_29_ZY_MUSICFESTTOKENTIPS_TITLE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob29_musicfest_colours,,,,INGAME_PICKUP_CANDY_MUSICFEST_LASER,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1340,,0,0,0,0
1341,T_29_L_E_MUSICFEST_RED,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob29_musicfest_red,,,,INGAME_PICKUP_CANDY_MUSICFEST_RED,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1341,,0,0,0,0
1342,T_29_L_E_MUSICFEST_WHITE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob29_musicfest_white,,,,INGAME_PICKUP_CANDY_MUSICFEST_WHITE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1342,,0,0,0,0
1343,T_30_L_E_BOOYAH_DAY_BLACK,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob30_booyah_day_black,,,,INGAME_PICKUP_CANDY_BOOYAHDAY21_BLACK,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1343,,0,0,0,0
1344,T_30_L_E_BOOYAH_DAY_YELLOW,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob30_booyah_day_yellow,,,,INGAME_PICKUP_CANDY_BOOYAHDAY21_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1344,,0,0,0,0
1345,T_30_L_E_BOOYAH_DAY_WHITE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob30_booyah_day_white,,,,INGAME_PICKUP_CANDY_BOOYAHDAY21_GREY,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1345,,0,0,0,0
1346,T_30_L_E_DAY_OF_THE_DEAD,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob30_day_of_the_dead,,,,INGAME_PICKUP_CANDY_DEAD,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1346,,0,0,0,0
1347,T_30_L_E_POISON_RED,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob30_poison_red,,,,INGAME_PICKUP_CANDY_DEAD,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1347,,0,0,0,0
1348,T_30_L_E_POISON_CRIMSON,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob30_poison_crimson,,,,INGAME_PICKUP_CANDY_DEAD,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1348,,0,0,0,0
1349,T_30_L_E_POISON_BLACK,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob30_poison_black,,,,INGAME_PICKUP_CANDY_DEAD,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1349,,0,0,0,0
1350,T_30_QX_BOOYAHGO_DICE_NAME,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob30_Booyahday21,,,,INGAME_PICKUP_CANDY_BOOYAHDAY21_DICE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1350,,0,0,0,0
1352,T_31_L_E_LCDP2_BILL,T_31_L_E_LCDP2_BILL_DESC,,0,Icon_exchange_ob31_lcdp2_bill,,,,INGAME_PICKUP_CANDY_JUMPSUIT2_CASH,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1352,,0,0,0,0
1353,T_31_L_E_LCDP2_GOLD_BAR,T_31_L_E_LCDP2_GOLD_BAR_DESC,,0,Icon_exchange_ob31_lcdp2_gold_bar,,,,INGAME_PICKUP_CANDY_JUMPSUIT2_GOLD,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1353,,0,0,0,0
1354,T_31_L_E_LCDP2_GASOLINE,T_31_L_E_LCDP2_GASOLINE_DESC,,0,Icon_exchange_ob31_lcdp2_gasoline,,,,INGAME_PICKUP_CANDY_JUMPSUIT2_GASCAN,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1354,,0,0,0,0
1355,T_31_L_E_WINTERFEST21S_RED,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob31_winterfest21s_red,,,,INGAME_PICKUP_CANDY_WINTERFEST21_RED,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1355,,0,0,0,0
1356,T_31_L_E_WINTERFEST21S_YELLOW,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob31_winterfest21s_yellow,,,,INGAME_PICKUP_CANDY_WINTERFEST21_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1356,,0,0,0,0
1357,T_31_L_E_WINTERFEST21S_BLUE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob31_winterfest21s_blue,,,,INGAME_PICKUP_CANDY_WINTERFEST21_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1357,,0,0,0,0
1358,T_31_L_E_MAPSOLDIER_BLUE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob31_mapsoldier_blue,,,,INGAME_PICKUP_CANDY_MAPSOLDIER_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1358,,0,0,0,0
1359,T_31_L_E_MAPSOLDIER_YELLOW,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob31_mapsoldier_yellow,,,,INGAME_PICKUP_CANDY_MAPSOLDIER_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1359,,0,0,0,0
1360,T_31_L_E_MAPSOLDIER_VIOLET,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob31_mapsoldier_violet,,,,INGAME_PICKUP_CANDY_MAPSOLDIER_PURPLE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1360,,0,0,0,0
1361,T_31_L_E_WINTERFEST21_BOX,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob31_winterfest21_box,,,,INGAME_PICKUP_CANDY_XMAS,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1361,,0,0,0,0
1362,T_31_L_E_WINTERFEST21B_BLUE,T_31_E_WINTER_TOKEN1_DESC,,0,Icon_exchange_ob31_winterfest21b_blue,,,,INGAME_PICKUP_CANDY_WINTERFEST21B_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1362,,0,0,0,0
1363,T_31_L_E_WINTERFEST21B_PURPLE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob31_winterfest21b_purple,,,,INGAME_PICKUP_CANDY_WINTERFEST21B_PURPLE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1363,,0,0,0,0
1364,T_31_L_E_WINTERFEST21B_RED,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob31_winterfest21b_red,,,,INGAME_PICKUP_CANDY_WINTERFEST21B_RED,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1364,,0,0,0,0
1365,T_32_L_E_HURRICANEB_PURPLE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob32_hurricaneb_purple,,,,INGAME_PICKUP_CANDY_HURRICANE_PURPLE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1365,,0,0,0,0
1366,T_32_L_E_HURRICANEB_BLUE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob32_hurricaneb_blue,,,,INGAME_PICKUP_CANDY_HURRICANE_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1366,,0,0,0,0
1367,T_32_L_E_HURRICANEB_WHITE,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob32_hurricaneb_white,,,,INGAME_PICKUP_CANDY_HURRICANE_WHITE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1367,,0,0,0,0
1368,T_32_L_E_HOODEDKILLER_SILVER,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob32_hoodedkiller_silver,,,,INGAME_PICKUP_CANDY_HOODEDKILLER_SILVER,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1368,,0,0,0,0
1369,T_32_L_E_HOODEDKILLER_RED,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob32_hoodedkiller_red,,,,INGAME_PICKUP_CANDY_HOODEDKILLER_RED,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1369,,0,0,0,0
1370,T_32_L_E_HOODEDKILLER_YELLOW,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob32_hoodedkiller_yellow,,,,INGAME_PICKUP_CANDY_HOODEDKILLER_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1370,,0,0,0,0
1371,T_22_L_E_RAMPAGE_BLACK,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob22_rampage_black,,,,INGAME_PICKUP_CANDY_RAMPAGE_GRAY,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1371,,0,0,0,0
1372,T_22_L_E_RAMPAGE_GREEN,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob22_rampage_green,,,,INGAME_PICKUP_CANDY_RAMPAGE_GREEN,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1372,,0,0,0,0
1373,T_22_A_RAMPAGE_TOKEN,T_22_A_RAMPAGE_TOKEN_DESC,,0,Icon_exchange_ob22_rampage_yellow,,,,INGAME_PICKUP_CANDY_RAMPAGE_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1373,,0,0,0,0
1374,T_22_A_RAMPAGE_TOKEN,T_22_A_RAMPAGE_TOKEN_DESC,,0,Icon_exchange_ob22_rampage_yellow,,,,INGAME_PICKUP_CANDY_RAMPAGE_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1374,,0,0,0,0
1375,T_23_L_E_GASOLINE_TANK,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob23_gasoline_tank,,,,INGAME_PICKUP_CANDY_JUMPSUIT_GASCAN,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1375,,0,0,0,0
1376,T_23_L_E_PAPER_MONEY,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob23_paper_money,,,,INGAME_PICKUP_CANDY_JUMPSUIT_CASH,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1376,,0,0,0,0
1377,T_23_L_E_GOLD_BAR,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob23_gold_bar,,,,INGAME_PICKUP_CANDY_JUMPSUIT_GOLD,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1377,,0,0,0,0
1378,T_23_L_E_BLUE_CHIP,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob23_blue_chip,,,,INGAME_PICKUP_CANDY_3RD_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1378,,0,0,0,0
1379,T_23_L_E_GREEN_CHIP,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob23_green_chip,,,,INGAME_PICKUP_CANDY_3RD_GREEN,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1379,,0,0,0,0
1380,T_23_L_E_PURPLE_CHIP,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob23_purple_chip,,,,INGAME_PICKUP_CANDY_3RD_PURPLE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1380,,0,0,0,0
1381,T_24_L_E_BOOYAH_BLACK,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob24_booyah_black,,,,INGAME_PICKUP_CANDY_BOOYAHDAY_BLACK,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1381,,0,0,0,0
1382,T_24_L_E_BOOYAH_YELLOW,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob24_booyah_yellow,,,,INGAME_PICKUP_CANDY_BOOYAHDAY_YELLOW,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1382,,0,0,0,0
1383,T_24_L_E_BOOYAH_GRAY,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob24_booyah_gray,,,,INGAME_PICKUP_CANDY_BOOYAHDAY_GRAY,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1383,,0,0,0,0
1384,T_24_L_E_BLUE_HEXAGON,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob24_blue_hexagon,,,,INGAME_PICKUP_CANDY_FFCS_BADGE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1384,,0,0,0,0
1385,T_24_L_E_WHITE_HEXAGON,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob24_white_hexagon,,,,INGAME_PICKUP_CANDY_FFCS_COIN,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1385,,0,0,0,0
1386,T_24_L_E_TRIANGLE_TOKEN,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob24_triangle_token,,,,INGAME_PICKUP_CANDY_FFCS_STONE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1386,,0,0,0,0
1387,T_24_L_E_DIWALI_FIRECRACKER_B,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob24_diwali_firecracker_B,,,,INGAME_PICKUP_CANDY_FIRECRACKERS,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1387,,0,0,0,0
1388,T_24_L_E_DIWALI_FIRECRACKER_A,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob24_diwali_firecracker_A,,,,INGAME_PICKUP_CANDY_SALUTE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1388,,0,0,0,0
1389,T_25_L_E_MAX_COIN,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob25_MAX_coin,,,,INGAME_PICKUP_CANDY_MAXCOIN,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1389,,0,0,0,0
1390,T_25_L_E_RED_ENERGON,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob25_red_energon,,,,INGAME_PICKUP_CANDY_BOUNTY_RED,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1390,,0,0,0,0
1391,T_25_L_E_GREEN_ENERGON,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob25_green_energon,,,,INGAME_PICKUP_CANDY_BOUNTY_GREEN,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1391,,0,0,0,0
1392,T_25_L_E_PURPLE_ENERGON,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob25_purple_energon,,,,INGAME_PICKUP_CANDY_BOUNTY_PURPLE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1392,,0,0,0,0
1393,T_25_L_E_BLUE_NUCLEUS,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob25_blue_nucleus,,,,INGAME_PICKUP_CANDY_MEGAPUNCH_BLUE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1393,,0,0,0,0
1394,T_25_L_E_YELLOW_NUCLEUS,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob25_yellow_nucleus,,,,INGAME_PICKUP_CANDY_MEGAPUNCH_ORANGE,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1394,,0,0,0,0
1395,T_25_L_E_PURPLE_NUCLEUS,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_ob25_purple_nucleus,,,,INGAME_PICKUP_CANDY_MEGAPUNCH_PINK,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1395,,0,0,0,0
1396,T_25_Q_TICKET_TOKEN,TXT_OB7_LZW_ITEM_EXCHANGE_DESC,,0,Icon_exchange_MegaPunchTicket,,,,INGAME_PICKUP_CANDY_MEGAPUNCH_TICKET,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1396,,0,0,0,0
